Symbol,CompanyName,ValuePurchased,ReportedBuyQty,ReportedBuyTxn,acqtoDt,TotalQty,NumBuyTxn,PricedValuePurchased,AvgPrice,MissingValueQty,MissingValueTxn,ValueCr,MarketBuyValue,MarketSellValue,NetBuyValue,SellBuyRatioPct,HasMarketSell,SellBuyExclusion,HasPledging,LastPrice,PromoHolding,DMA50,DMA200,SixMonthReturn,PriceDiffPct,AbsDiffPct,FirstBuyDate,LastBuyDate,FirstBuyPrice,LastBuyPrice,WeightedAvgBuyPrice,AccumulationDays,DaysSinceFirstBuy,DaysSinceLastBuy,BuyTxn7D,BuyTxn15D,BuyTxn30D,BuyTxn60D,BuyTxn90D,BuyValue7D,BuyValue15D,BuyValue30D,BuyValue60D,BuyValue90D,NetBuyValue7D,NetBuyValue30D,UniquePromotersBuying,UniquePromotersSelling,BuyAcceleration,Freshness,AccumulationStage,PromoterAvgPrice,CMPvsPromoterAvgPct,SignalStage,MarketCapCr,PE,RevGrowthPct,EBITDAGrowthPct,PATGrowthPct,EPSGrowthPct,ROCEPct,DE_Ratio,OCFPositive,OPMPct,PromoConvictionPct,ScorePromo,ScoreFund,ScoreTech,ScoreRisk,Score,Category
ASAHIINDIA,ASAHI INDIA GLASS LIMITED,4251250.0,5000.0,1,29-06-2026,5000.0,1,4251250.0,850.25,0.0,0,0.43,4251250.0,0.0,4251250.0,0.0,False,False,False,955.9,54.23,909.3,913.7,12.3,12.4,12.4,29-06-2026,29-06-2026,850.25,850.25,850.25,0,70,70,0,0,0,0,1,0.0,0.0,0.0,0.0,4251250.0,0.0,0.0,1,0,0.0,Stale,Stale Accumulation,850.25,12.4,Late — Poor Entry,24326.0,56.2,10.0,317.0,35.0,5.94,11.1,0.52,True,24.0,0.002,12,18,20,0,50,Buy on Breakout
SHYAMCENT,SHYAM CENTURY FERROUS LIMITED,4245478.0,758224.0,3,30-06-2026,758224.0,3,4245478.0,5.6,0.0,0,0.42,4245478.0,0.0,4245478.0,0.0,False,False,False,5.03,51.7,5.26,5.39,2.2,-10.2,10.2,24-06-2026,30-06-2026,5.375772127480555,5.859089648615457,5.599239802485809,6,75,69,0,0,0,0,3,0.0,0.0,0.0,0.0,4245478.0,0.0,0.0,2,0,0.0,Stale,Stale Accumulation,5.599239802485809,-10.2,Late — Poor Entry,104.0,,-92.0,-2.42,44.0,-0.04,-7.4,0.01,False,-733.33,0.404,20,10,5,-2,33,Fundamental Watch
NRL,NUPUR RECYCLERS LIMITED,4186225.0,50400.0,1,24-06-2026,50400.0,1,4186225.0,83.06,0.0,0,0.42,4186225.0,0.0,4186225.0,0.0,False,False,False,126.92,72.53,109.48,70.58,141.6,52.8,52.8,24-06-2026,24-06-2026,83.06001984126983,83.06001984126983,83.06001984126983,0,75,75,0,0,0,0,1,0.0,0.0,0.0,0.0,4186225.0,0.0,0.0,1,0,0.0,Stale,Stale Accumulation,83.06001984126983,52.8,Late — Poor Entry,912.0,97.4,15.0,1.43,82.0,0.34,9.71,0.0,True,3.67,0.046,17,16,25,-5,53,Buy on Breakout
SENCO,SENCO GOLD LIMITED,4081958.0,12170.0,2,18-08-2026,12170.0,2,4081958.0,335.41,0.0,0,0.41,4081958.0,0.0,4081958.0,0.0,False,False,False,358.65,68.48,364.63,333.67,16.8,6.9,6.9,30-06-2026,18-08-2026,334.88004484304935,336.87015384615387,335.4115036976171,49,69,20,0,0,1,1,2,0.0,0.0,1094828.0,1094828.0,4081958.0,0.0,1094828.0,1,0,0.0,Active,Confirmed Accumulation,335.4115036976171,6.9,Confirmed Accumulation,5993.0,10.1,43.0,223.0,175.0,6.97,21.4,1.03,False,7.0,0.007,17,21,25,0,63,Buy on Breakout
INDOCO,INDOCO REMEDIES LIMITED,3412460.0,14000.0,4,01-09-2026,14000.0,4,3412460.0,243.75,0.0,0,0.34,3412460.0,0.0,3412460.0,0.0,False,False,False,262.51,58.75,236.45,223.03,30.8,7.7,7.7,31-08-2026,01-09-2026,244.848,241.0,243.74714285714285,1,7,6,2,4,4,4,4,964000.0,3412460.0,3412460.0,3412460.0,3412460.0,964000.0,3412460.0,2,0,0.2825,Fresh,Early Accumulation,243.74714285714285,7.7,Early Accumulation,2304.0,107.0,13.0,42.0,141.0,8.92,4.33,0.69,True,10.0,0.015,15,18,30,-3,60,Buy on Breakout
ASAHISONG,ASAHI SONGWON COLORS LIMITED,3381000.0,10000.0,1,11-08-2026,10000.0,1,3381000.0,338.1,0.0,0,0.34,3381000.0,0.0,3381000.0,0.0,False,False,False,372.65,66.73,328.07,261.74,69.5,10.2,10.2,11-08-2026,11-08-2026,338.1,338.1,338.1,0,27,27,0,0,1,1,1,0.0,0.0,3381000.0,3381000.0,3381000.0,0.0,3381000.0,1,0,0.0,Active,Mature Accumulation,338.1,10.2,Mature — Wait for Pullback,461.0,13.6,-8.0,24.0,33.0,14.36,9.94,0.23,True,18.0,0.074,17,21,25,0,63,Buy on Breakout
HEXAGON,HEXAGON NUTRITION LIMITED,3054917.0,47700.0,3,17-08-2026,47700.0,3,3054917.0,64.04,0.0,0,0.31,3054917.0,0.0,3054917.0,0.0,False,False,False,67.23,64.29,67.47,,,5.0,5.0,17-08-2026,17-08-2026,64.03237804878049,64.04853333333334,64.04438155136269,0,21,21,0,0,6,6,6,0.0,0.0,6109834.0,6109834.0,6109834.0,0.0,6109834.0,3,0,0.0,Active,Confirmed Accumulation,64.04438155136269,5.0,Confirmed Accumulation,827.0,19.8,,12.31,,0.8,,0.11,True,12.14,0.037,15,9,5,0,29,Avoid
EXCELSOFT,Excelsoft Technologies Limited,2961200.0,40000.0,2,04-09-2026,40000.0,2,2961200.0,74.03,0.0,0,0.3,2961200.0,0.0,2961200.0,0.0,False,False,False,70.23,59.08,75.97,,-12.9,-5.1,5.1,14-08-2026,04-09-2026,74.89,71.45,73.514,21,24,3,2,2,3,3,3,1429000.0,1429000.0,3675700.0,3675700.0,3675700.0,1429000.0,3675700.0,1,0,0.3888,Fresh,Confirmed Accumulation,73.514,-4.5,Confirmed Accumulation,787.0,16.2,27.0,12.33,10.0,0.75,13.5,0.01,True,15.35,0.038,12,14,0,0,26,Avoid
TAINWALCHM,TAINWALA CHEMICALS AND PLASTICS (INDIA) LIMITED,2898277.0,13781.0,6,01-09-2026,13781.0,6,2898277.0,210.31,0.0,0,0.29,2898277.0,0.0,2898277.0,0.0,False,False,False,213.71,67.04,207.71,195.15,11.4,1.6,1.6,18-08-2026,01-09-2026,207.70463422358281,207.0,210.30962919962266,14,20,6,1,4,6,6,6,34776.0,716691.0,2898277.0,2898277.0,2898277.0,34776.0,2898277.0,1,0,0.012,Fresh,Early Accumulation,210.30962919962266,1.6,Early Accumulation,201.0,25.0,12.0,0.03,16.0,0.03,7.91,0.0,False,3.16,0.144,20,10,25,-2,53,Buy on Breakout
SUPERSPIN,SUPER SPINNING MILLS LIMITED,2586146.0,459656.0,4,31-08-2026,459656.0,4,2586146.0,5.63,0.0,0,0.26,2586146.0,0.0,2586146.0,0.0,False,False,False,6.95,42.8,5.81,6.37,12.1,23.4,23.4,23-06-2026,31-08-2026,5.305583353936839,5.900971542227662,5.626263988722001,69,76,7,0,2,2,2,4,0.0,1094039.0,1094039.0,1094039.0,2586146.0,0.0,1094039.0,2,0,0.0,Fresh,Confirmed Accumulation,5.626263988722001,23.5,Late — Poor Entry,,1293.0,-4.0,1.05,101.0,0.1,2.96,0.31,True,70.0,,15,16,25,-3,53,Buy on Breakout
CHEMBOND,CHEMBOND MATERIAL TECHNOLOGIES LIMITED,2560187.0,15020.0,2,03-09-2026,15020.0,2,2560187.0,170.45,0.0,0,0.26,2560187.0,0.0,2560187.0,0.0,False,False,False,170.9,67.54,177.18,161.42,19.5,0.3,0.3,03-09-2026,03-09-2026,170.46014760147602,170.45004061738425,170.45186418109188,0,4,4,4,4,4,4,4,5120374.0,5120374.0,5120374.0,5120374.0,5120374.0,5120374.0,5120374.0,2,0,1.0,Fresh,Early Accumulation,170.45186418109188,0.3,Early Accumulation,241.0,25.8,24.0,1.87,-31.0,3.36,4.96,0.0,True,2.97,0.108,17,14,20,-2,49,Watchlist
INDIQUBE,Indiqube Spaces Limited,2543624.0,15500.0,4,24-06-2026,15500.0,4,2543624.0,164.1,0.0,0,0.25,2543624.0,0.0,2543624.0,0.0,False,False,False,194.54,60.6,179.31,178.3,12.1,18.5,18.5,09-06-2026,24-06-2026,159.80963636363637,168.6686,164.1047741935484,15,90,75,0,0,0,0,3,0.0,0.0,0.0,0.0,1664671.0,0.0,0.0,1,0,0.0,Stale,Stale Accumulation,164.1047741935484,18.5,Late — Poor Entry,4254.0,,39.0,258.0,30.0,-1.13,6.38,10.11,True,61.0,0.006,15,23,30,0,68,Strong Buy Setup
ALICON,ALICON CASTALLOY LIMITED,2266406.0,3500.0,2,10-06-2026,3500.0,2,2266406.0,647.54,0.0,0,0.23,2266406.0,0.0,2266406.0,0.0,False,False,False,684.2,55.72,680.97,723.94,-8.6,5.7,5.7,08-06-2026,10-06-2026,642.6124324324325,653.0745454545455,647.5445714285714,2,91,89,0,0,0,0,1,0.0,0.0,0.0,0.0,1077573.0,0.0,0.0,2,0,0.0,Stale,Stale Accumulation,647.5445714285714,5.7,Late — Poor Entry,1114.0,25.5,19.0,58.0,31.0,10.76,10.5,0.56,True,10.0,0.021,12,23,15,0,50,Buy on Breakout
LANDMARK,Landmark Cars Limited,2106684.0,5000.0,1,10-06-2026,5000.0,1,2106684.0,421.34,0.0,0,0.21,2106684.0,0.0,2106684.0,0.0,False,False,False,510.15,52.87,503.83,448.39,25.7,21.1,21.1,10-06-2026,10-06-2026,421.3368,421.3368,421.3368,0,89,89,0,0,0,0,1,0.0,0.0,0.0,0.0,2106684.0,0.0,0.0,1,0,0.0,Stale,Stale Accumulation,421.3368,21.1,Late — Poor Entry,2040.0,45.7,26.0,26.0,-1.0,2.8,9.59,0.19,True,14.0,0.01,12,19,25,0,56,Buy on Breakout
LIBAS,Libas Consumer Products Limited,2096820.0,195542.0,6,02-09-2026,195542.0,6,2096820.0,10.72,0.0,0,0.21,2096820.0,0.0,2096820.0,0.0,False,False,False,10.46,30.7,10.35,10.93,3.8,-2.4,2.4,21-08-2026,02-09-2026,10.019749198983538,10.41,10.723118307064468,12,17,5,2,5,6,6,6,58839.0,1734065.0,2096820.0,2096820.0,2096820.0,58839.0,2096820.0,2,0,0.0281,Fresh,Early Accumulation,10.723118307064468,-2.5,Early Accumulation,,7.34,-9.0,1.55,338.0,0.35,6.49,0.26,True,15.26,,15,16,10,0,41,Watchlist
