Symbol,CompanyName,ValuePurchased,ReportedBuyQty,ReportedBuyTxn,acqtoDt,TotalQty,NumBuyTxn,PricedValuePurchased,AvgPrice,MissingValueQty,MissingValueTxn,ValueCr,MarketBuyValue,MarketSellValue,NetBuyValue,SellBuyRatioPct,HasMarketSell,SellBuyExclusion,HasPledging,LastPrice,52WeekHigh,52WeekLow,PromoHolding,DMA50,DMA200,SixMonthReturn,PriceDiffPct,AbsDiffPct,FirstBuyDate,LastBuyDate,FirstBuyPrice,LastBuyPrice,WeightedAvgBuyPrice,AccumulationDays,DaysSinceFirstBuy,DaysSinceLastBuy,BuyTxn7D,BuyTxn15D,BuyTxn30D,BuyTxn60D,BuyTxn90D,BuyValue7D,BuyValue15D,BuyValue30D,BuyValue60D,BuyValue90D,NetBuyValue7D,NetBuyValue30D,UniquePromotersBuying,UniquePromotersSelling,BuyAcceleration,Freshness,AccumulationStage,PromoterAvgPrice,CMPvsPromoterAvgPct,SignalStage,MarketCapCr,PE,RevGrowthPct,EBITDAGrowthPct,PATGrowthPct,EPSGrowthPct,ROCEPct,DE_Ratio,OCFPositive,OPMPct,PromoConvictionPct,ScorePromo,ScoreFund,ScoreTech,ScoreRisk,Score,Category
LYKALABS,Lyka Labs Limited,4975280.0,70143.0,6,29-06-2026,70143.0,6,4975280.0,70.93,0.0,0,0.5,4975280.0,0.0,4975280.0,0.0,False,False,False,84.2,101.9,44.1,54.81,70.17,67.85,47.5,18.7,18.7,24-06-2026,29-06-2026,67.9138,72.91204437400951,70.8138321452411,5,78,73,0,0,0,0,16,0.0,0.0,0.0,0.0,13897427.0,0.0,0.0,5,0,0.0,Stale,Stale Accumulation,70.8138321452411,18.9,Late — Poor Entry,304.0,,0.0,4.59,-215.0,0.58,-4.65,0.56,True,10.85,0.164,15,6,30,0,51,Buy on Breakout
UYFINCORP,U. Y. Fincorp Limited,4960333.0,236123.0,3,19-08-2026,236123.0,3,4960333.0,21.01,0.0,0,0.5,4960333.0,0.0,4960333.0,0.0,False,False,False,19.31,22.34,11.5,70.87,18.85,15.25,45.4,-8.1,8.1,17-08-2026,19-08-2026,21.272817872269744,21.034486666666666,21.00741139152052,2,24,22,0,0,3,3,3,0.0,0.0,4960333.0,4960333.0,4960333.0,0.0,4960333.0,1,0,0.0,Active,Confirmed Accumulation,21.00741139152052,-8.1,Confirmed Accumulation,368.0,5.95,118.0,,391.0,1.03,18.5,0.01,False,,0.136,20,19,20,0,59,Buy on Breakout
WCIL,WESTERN CARRIERS (INDIA) LIMITED,4706679.0,46106.0,4,30-06-2026,46106.0,4,4706679.0,102.08,0.0,0,0.47,4706679.0,0.0,4706679.0,0.0,False,False,False,84.42,147.29,77.02,71.89,89.26,102.54,-14.0,-17.3,17.3,16-06-2026,30-06-2026,99.68,100.7,102.08387194725198,14,86,72,0,0,0,0,4,0.0,0.0,0.0,0.0,4706679.0,0.0,0.0,1,0,0.0,Stale,Stale Accumulation,102.08387194725198,-17.3,Late — Poor Entry,862.0,23.5,9.0,18.68,-36.0,0.85,6.79,0.26,False,4.02,0.055,20,8,0,-2,26,Avoid
ASAHIINDIA,ASAHI INDIA GLASS LIMITED,4251250.0,5000.0,1,29-06-2026,5000.0,1,4251250.0,850.25,0.0,0,0.43,4251250.0,0.0,4251250.0,0.0,False,False,False,976.2,1074.0,775.1,54.23,917.74,913.19,16.8,14.8,14.8,29-06-2026,29-06-2026,850.25,850.25,850.25,0,73,73,0,0,0,0,1,0.0,0.0,0.0,0.0,4251250.0,0.0,0.0,1,0,0.0,Stale,Stale Accumulation,850.25,14.8,Late — Poor Entry,24895.0,57.5,10.0,317.0,35.0,5.94,11.1,0.52,True,24.0,0.002,12,18,25,0,55,Buy on Breakout
SHYAMCENT,SHYAM CENTURY FERROUS LIMITED,4245478.0,758224.0,3,30-06-2026,758224.0,3,4245478.0,5.6,0.0,0,0.42,4245478.0,0.0,4245478.0,0.0,False,False,False,4.97,8.79,3.68,51.7,5.2,5.38,5.7,-11.2,11.2,24-06-2026,30-06-2026,5.375772127480555,5.859089648615457,5.599239802485809,6,78,72,0,0,0,0,3,0.0,0.0,0.0,0.0,4245478.0,0.0,0.0,2,0,0.0,Stale,Stale Accumulation,5.599239802485809,-11.2,Late — Poor Entry,105.0,,-92.0,-2.42,44.0,-0.04,-7.4,0.01,False,-733.33,0.4,20,10,5,-2,33,Fundamental Watch
NRL,NUPUR RECYCLERS LIMITED,4186225.0,50400.0,1,24-06-2026,50400.0,1,4186225.0,83.06,0.0,0,0.42,4186225.0,0.0,4186225.0,0.0,False,False,False,134.84,137.79,45.1,72.53,113.21,71.92,163.8,62.3,62.3,24-06-2026,24-06-2026,83.06001984126983,83.06001984126983,83.06001984126983,0,78,78,0,0,0,0,1,0.0,0.0,0.0,0.0,4186225.0,0.0,0.0,1,0,0.0,Stale,Stale Accumulation,83.06001984126983,62.3,Late — Poor Entry,931.0,99.5,15.0,1.43,82.0,0.34,9.71,0.0,True,3.67,0.045,17,16,25,-5,53,Buy on Breakout
SENCO,SENCO GOLD LIMITED,4081958.0,12170.0,2,18-08-2026,12170.0,2,4081958.0,335.41,0.0,0,0.41,4081958.0,0.0,4081958.0,0.0,False,False,False,349.9,430.0,276.0,68.48,366.98,334.28,19.6,4.3,4.3,30-06-2026,18-08-2026,334.88004484304935,336.87015384615387,335.4115036976171,49,72,23,0,0,1,1,2,0.0,0.0,1094828.0,1094828.0,4081958.0,0.0,1094828.0,1,0,0.0,Active,Confirmed Accumulation,335.4115036976171,4.3,Confirmed Accumulation,5738.0,9.7,43.0,223.0,175.0,6.97,21.4,1.03,False,7.0,0.007,17,21,20,0,58,Buy on Breakout
TAINWALCHM,TAINWALA CHEMICALS AND PLASTICS (INDIA) LIMITED,3649344.0,17298.0,8,09-09-2026,17298.0,8,3649344.0,210.97,0.0,0,0.36,3649344.0,0.0,3649344.0,0.0,False,False,False,210.02,257.0,155.0,67.04,208.45,195.4,9.6,-0.5,0.5,18-08-2026,09-09-2026,207.70463422358281,213.86121753937846,210.96912937911898,22,23,1,2,4,8,8,8,751067.0,1000843.0,3649344.0,3649344.0,3649344.0,751067.0,3649344.0,1,0,0.2058,Fresh,Confirmed Accumulation,210.96912937911898,-0.4,Confirmed Accumulation,190.0,23.6,12.0,0.03,16.0,0.03,7.91,0.0,False,3.16,0.189,20,10,20,-2,48,Watchlist
SUPERSPIN,SUPER SPINNING MILLS LIMITED,3602432.0,607232.0,6,07-09-2026,607232.0,6,3602432.0,5.93,0.0,0,0.36,3602432.0,0.0,3602432.0,0.0,False,False,False,7.36,9.98,3.79,42.8,5.91,6.33,41.0,24.1,24.1,23-06-2026,07-09-2026,5.305583353936839,7.143318729463307,6.119063390955051,76,79,3,4,6,6,6,8,2032572.0,3126611.0,3126611.0,3126611.0,4618718.0,2032572.0,3126611.0,2,0,0.6501,Fresh,Confirmed Accumulation,6.119063390955051,20.3,Late — Poor Entry,,1349.0,-4.0,1.05,101.0,0.1,2.96,0.31,True,70.0,,15,16,25,-3,53,Buy on Breakout
ASAHISONG,ASAHI SONGWON COLORS LIMITED,3381000.0,10000.0,1,11-08-2026,10000.0,1,3381000.0,338.1,0.0,0,0.34,3381000.0,0.0,3381000.0,0.0,False,False,False,375.65,413.95,179.64,66.73,338.82,264.24,74.9,11.1,11.1,11-08-2026,11-08-2026,338.1,338.1,338.1,0,30,30,0,0,0,1,1,0.0,0.0,0.0,3381000.0,3381000.0,0.0,0.0,1,0,0.0,Active,Mature Accumulation,338.1,11.1,Mature — Wait for Pullback,454.0,13.4,-8.0,24.0,33.0,14.36,9.94,0.23,True,18.0,0.075,17,21,25,0,63,Buy on Breakout
HEXAGON,HEXAGON NUTRITION LIMITED,3054917.0,47700.0,3,17-08-2026,47700.0,3,3054917.0,64.04,0.0,0,0.31,3054917.0,0.0,3054917.0,0.0,False,False,False,68.17,78.25,48.1,64.29,67.57,,34.6,6.4,6.4,17-08-2026,17-08-2026,64.03237804878049,64.04853333333334,64.04438155136269,0,24,24,0,0,6,6,6,0.0,0.0,6109834.0,6109834.0,6109834.0,0.0,6109834.0,3,0,0.0,Active,Confirmed Accumulation,64.04438155136269,6.4,Confirmed Accumulation,838.0,20.1,,12.31,,0.8,,0.11,True,12.14,0.037,15,9,20,0,44,Watchlist
EXCELSOFT,Excelsoft Technologies Limited,2961200.0,40000.0,2,04-09-2026,40000.0,2,2961200.0,74.03,0.0,0,0.3,2961200.0,0.0,2961200.0,0.0,False,False,False,80.08,142.59,66.4,59.08,75.69,,1.8,8.2,8.2,14-08-2026,04-09-2026,74.89,71.45,73.514,21,27,6,2,2,3,3,3,1429000.0,1429000.0,3675700.0,3675700.0,3675700.0,1429000.0,3675700.0,1,0,0.3888,Fresh,Confirmed Accumulation,73.514,8.9,Confirmed Accumulation,924.0,19.0,27.0,12.33,10.0,0.75,13.5,0.01,True,15.35,0.032,12,14,20,0,46,Watchlist
CHEMBOND,CHEMBOND MATERIAL TECHNOLOGIES LIMITED,2560187.0,15020.0,2,03-09-2026,15020.0,2,2560187.0,170.45,0.0,0,0.26,2560187.0,0.0,2560187.0,0.0,False,False,False,225.82,236.8,105.15,67.54,178.8,162.19,59.9,32.5,32.5,03-09-2026,03-09-2026,170.46014760147602,170.45004061738425,170.45186418109188,0,7,7,0,4,4,4,4,0.0,5120374.0,5120374.0,5120374.0,5120374.0,0.0,5120374.0,2,0,0.0,Fresh,Early Accumulation,170.45186418109188,32.5,Late — Poor Entry,306.0,32.7,24.0,1.87,-31.0,3.36,4.96,0.0,True,2.97,0.085,17,14,30,-2,59,Buy on Breakout
INDIQUBE,Indiqube Spaces Limited,2543624.0,15500.0,4,24-06-2026,15500.0,4,2543624.0,164.1,0.0,0,0.25,2543624.0,0.0,2543624.0,0.0,False,False,False,205.56,243.8,131.15,60.6,182.28,177.99,23.8,25.3,25.3,09-06-2026,24-06-2026,159.80963636363637,168.6686,164.1047741935484,15,93,78,0,0,0,0,2,0.0,0.0,0.0,0.0,1358369.0,0.0,0.0,1,0,0.0,Stale,Stale Accumulation,164.1047741935484,25.3,Late — Poor Entry,4344.0,,39.0,258.0,30.0,-1.13,6.38,10.11,True,61.0,0.006,15,23,30,0,68,Strong Buy Setup
LANDMARK,Landmark Cars Limited,2106684.0,5000.0,1,10-06-2026,5000.0,1,2106684.0,421.34,0.0,0,0.21,2106684.0,0.0,2106684.0,0.0,False,False,False,484.1,662.8,339.5,52.87,508.5,447.23,35.4,14.9,14.9,10-06-2026,10-06-2026,421.3368,421.3368,421.3368,0,92,92,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,Stale,Stale Accumulation,421.3368,14.9,Late — Poor Entry,2008.0,45.0,26.0,26.0,-1.0,2.8,9.59,0.19,True,14.0,0.01,12,19,20,0,51,Buy on Breakout
LIBAS,Libas Consumer Products Limited,2096820.0,195542.0,6,02-09-2026,195542.0,6,2096820.0,10.72,0.0,0,0.21,2096820.0,0.0,2096820.0,0.0,False,False,False,10.69,14.3,9.02,30.7,10.26,10.9,8.0,-0.3,0.3,21-08-2026,02-09-2026,10.019749198983538,10.41,10.723118307064468,12,20,8,0,4,6,6,6,0.0,1577555.0,2096820.0,2096820.0,2096820.0,0.0,2096820.0,2,0,0.0,Active,Confirmed Accumulation,10.723118307064468,-0.3,Confirmed Accumulation,,7.82,-9.0,1.55,338.0,0.35,6.49,0.26,True,15.26,,15,16,10,0,41,Watchlist
