Symbol,BuyTxn7D,BuyValue7D,SellTxn7D,SellValue7D,NetBuyValue7D,BuyTxn15D,BuyValue15D,SellTxn15D,SellValue15D,NetBuyValue15D,BuyTxn30D,BuyValue30D,SellTxn30D,SellValue30D,NetBuyValue30D,BuyTxn60D,BuyValue60D,SellTxn60D,SellValue60D,NetBuyValue60D,BuyTxn90D,BuyValue90D,SellTxn90D,SellValue90D,NetBuyValue90D,FirstBuyDate,FirstBuyDisclosureDate,FirstBuyPrice,FirstBuyValue,LastBuyDate,LastBuyDisclosureDate,LastBuyPrice,LastBuyValue,AccumulationDays,DaysSinceFirstBuy,DaysSinceLastBuy,UniquePromotersBuying,UniquePromotersSelling,WeightedAvgBuyPrice,BuyAcceleration,Freshness,AccumulationStage
AAATECH,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
AAKASH,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
AARTIPHARM,0,0.0,0,0.0,0.0,0,0.0,1,511888.0,-511888.0,0,0.0,6,94782902.0,-94782902.0,0,0.0,6,94782902.0,-94782902.0,0,0.0,10,293698985.0,-293698985.0,,,,0.0,,,,0.0,0,,,0,2,,0.0,No Signal,No Signal
ADL,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
ADOR,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,1,27703790.0,-27703790.0,0,0.0,1,27703790.0,-27703790.0,,,,0.0,,,,0.0,0,,,0,1,,0.0,No Signal,No Signal
ADVAIT,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
AEROENTER,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,4,65841060.0,0,0.0,65841060.0,05-06-2026,05-06-2026,101.72642398286938,23753120.0,17-06-2026,18-06-2026,113.3,11330000.0,12,92,80,1,0,104.85411655874191,0.0,Stale,Stale Accumulation
AFCONS,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
AJANTPHARM,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,1,10239600000.0,-10239600000.0,,,,0.0,,,,0.0,0,,,0,1,,0.0,No Signal,No Signal
AKI,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
ALEMBICLTD,3,23357076.0,0,0.0,23357076.0,4,35618957.0,0,0.0,35618957.0,6,85826103.0,0,0.0,85826103.0,6,85826103.0,0,0.0,85826103.0,6,85826103.0,0,0.0,85826103.0,17-08-2026,17-08-2026,87.74665695371235,39869975.0,02-09-2026,03-09-2026,99.08657187993681,940827.0,16,19,3,1,0,91.7739742726077,0.2721,Fresh,Confirmed Accumulation
ALICON,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,2,2266406.0,0,0.0,2266406.0,08-06-2026,09-06-2026,642.6124324324325,1188833.0,10-06-2026,11-06-2026,653.0745454545455,1077573.0,2,89,87,2,0,647.5445714285714,0.0,Stale,Stale Accumulation
ALMONDZ,3,6764374.0,0,0.0,6764374.0,5,10018844.0,0,0.0,10018844.0,5,10018844.0,0,0.0,10018844.0,5,10018844.0,0,0.0,10018844.0,5,10018844.0,0,0.0,10018844.0,27-08-2026,28-08-2026,16.274902564102565,3173606.0,02-09-2026,03-09-2026,17.36212,1736212.0,6,9,3,1,0,17.042966158494057,0.6752,Fresh,Early Accumulation
ALPHAGEO,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,2,1171869.0,-1171869.0,0,0.0,2,1171869.0,-1171869.0,0,0.0,2,1171869.0,-1171869.0,,,,0.0,,,,0.0,0,,,0,2,,0.0,No Signal,No Signal
AMANTA,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,2,3126410.0,1,786550.0,2339860.0,17-06-2026,18-06-2026,150.319309600863,696730.0,18-06-2026,22-06-2026,149.98024691358026,2429680.0,1,80,79,2,1,150.05567554595632,0.0,Stale,Stale Accumulation
ANMOL,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,1,38803200.0,1,38803200.0,0.0,16-06-2026,17-06-2026,11.28,38803200.0,16-06-2026,17-06-2026,11.28,38803200.0,0,81,81,1,1,11.28,0.0,Stale,Stale Accumulation
APCOTEXIND,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,4,1214500.0,0,0.0,1214500.0,4,1214500.0,0,0.0,1214500.0,4,1214500.0,0,0.0,1214500.0,11-08-2026,12-08-2026,618.0,309000.0,12-08-2026,13-08-2026,598.0,299000.0,1,25,24,2,0,607.25,0.0,Active,Confirmed Accumulation
APLLTD,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,3,76922116.0,0,0.0,76922116.0,11-06-2026,12-06-2026,746.0249866666667,55951874.0,18-06-2026,19-06-2026,743.493898718731,2437173.0,7,86,79,1,0,746.0199398700418,0.0,Stale,Stale Accumulation
APOLLOHOSP,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
AQYLON,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,1,225849990.0,-225849990.0,,,,0.0,,,,0.0,0,,,0,1,,0.0,No Signal,No Signal
ARCHIDPLY,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
ARMANFIN,0,0.0,0,0.0,0.0,0,0.0,1,1015000.0,-1015000.0,0,0.0,1,1015000.0,-1015000.0,0,0.0,1,1015000.0,-1015000.0,0,0.0,1,1015000.0,-1015000.0,,,,0.0,,,,0.0,0,,,0,1,,0.0,No Signal,No Signal
ARSSBL,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,2,21801382.0,0,0.0,21801382.0,16-06-2026,18-06-2026,545.03455,10900691.0,16-06-2026,18-06-2026,545.03455,10900691.0,0,81,81,1,0,545.03455,0.0,Stale,Stale Accumulation
ASAHIINDIA,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,1,4251250.0,0,0.0,4251250.0,29-06-2026,01-07-2026,850.25,4251250.0,29-06-2026,01-07-2026,850.25,4251250.0,0,68,68,1,0,850.25,0.0,Stale,Stale Accumulation
ASAHISONG,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,1,3381000.0,0,0.0,3381000.0,1,3381000.0,0,0.0,3381000.0,1,3381000.0,0,0.0,3381000.0,11-08-2026,12-08-2026,338.1,3381000.0,11-08-2026,12-08-2026,338.1,3381000.0,0,25,25,1,0,338.1,0.0,Active,Mature Accumulation
ASHAPURMIN,0,0.0,0,0.0,0.0,2,29200553.0,0,0.0,29200553.0,2,29200553.0,0,0.0,29200553.0,2,29200553.0,0,0.0,29200553.0,2,29200553.0,0,0.0,29200553.0,26-08-2026,27-08-2026,584.31052,14607763.0,27-08-2026,31-08-2026,583.7116,14592790.0,1,10,9,1,0,584.01106,0.0,Active,Confirmed Accumulation
ASTERDM,3,3795783565.0,0,0.0,3795783565.0,3,3795783565.0,0,0.0,3795783565.0,3,3795783565.0,0,0.0,3795783565.0,3,3795783565.0,0,0.0,3795783565.0,3,3795783565.0,0,0.0,3795783565.0,31-08-2026,02-09-2026,752.1587952705815,68577326.0,02-09-2026,02-09-2026,760.0,3503448000.0,2,5,3,1,0,759.6433405239396,1.0,Fresh,Early Accumulation
AURUM,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,9,35591680.0,0,0.0,35591680.0,04-06-2026,05-06-2026,185.7378,4643445.0,29-06-2026,30-06-2026,218.2369,2182369.0,25,93,68,1,0,195.75342608695652,0.0,Stale,Stale Accumulation
AVANTEL,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,1,86266900.0,-86266900.0,0,0.0,1,86266900.0,-86266900.0,,,,0.0,,,,0.0,0,,,0,1,,0.0,No Signal,No Signal
AVONMORE,3,1668810.0,0,0.0,1668810.0,8,4829528.0,0,0.0,4829528.0,16,16054533.0,0,0.0,16054533.0,16,16054533.0,0,0.0,16054533.0,16,16054533.0,0,0.0,16054533.0,10-08-2026,11-08-2026,11.28707,3386121.0,03-09-2026,04-09-2026,13.072727272727272,719000.0,24,26,2,1,0,12.398423798252354,0.1039,Fresh,Confirmed Accumulation
AXISCADES,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,1,1667750000.0,-1667750000.0,,,,0.0,,,,0.0,0,,,0,1,,0.0,No Signal,No Signal
BAGFILMS,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
BAIDFIN,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
BAJFINANCE,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,1,297824834.0,-297824834.0,0,0.0,1,297824834.0,-297824834.0,,,,0.0,,,,0.0,0,,,0,1,,0.0,No Signal,No Signal
BALRAMCHIN,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
BALUFORGE,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
BANSALWIRE,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,1,1447021044.0,-1447021044.0,,,,0.0,,,,0.0,0,,,0,1,,0.0,No Signal,No Signal
BHAGERIA,0,0.0,0,0.0,0.0,3,5939298.0,0,0.0,5939298.0,6,9479950.0,0,0.0,9479950.0,6,9479950.0,0,0.0,9479950.0,6,9479950.0,0,0.0,9479950.0,20-08-2026,21-08-2026,204.64325383861484,1252826.0,26-08-2026,26-08-2026,222.87,2228700.0,6,16,10,1,0,215.9638691452524,0.0,Active,Confirmed Accumulation
BLACKBUCK,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
BLBLIMITED,3,1939898.0,0,0.0,1939898.0,6,6563059.0,0,0.0,6563059.0,6,6563059.0,0,0.0,6563059.0,6,6563059.0,0,0.0,6563059.0,6,6563059.0,0,0.0,6563059.0,25-08-2026,26-08-2026,16.01999983630173,3914519.0,02-09-2026,03-09-2026,16.06998046451053,370172.0,8,11,3,1,0,16.02888494866309,0.2956,Fresh,Early Accumulation
BMWVENTLTD,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,3,14131069.0,0,0.0,14131069.0,3,14131069.0,0,0.0,14131069.0,05-08-2026,06-08-2026,60.09327058823529,5107928.0,06-08-2026,07-08-2026,60.23404615384615,3915213.0,1,31,30,1,0,60.1322085106383,0.0,Active,Mature Accumulation
BOSCH-HCIL,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,2,2885631001.0,-2885631001.0,,,,0.0,,,,0.0,0,,,0,1,,0.0,No Signal,No Signal
BOSCHLTD,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
CAPILLARY,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
CHEMBONDCH,0,0.0,0,0.0,0.0,1,4065000.0,0,0.0,4065000.0,1,4065000.0,0,0.0,4065000.0,5,18095000.0,0,0.0,18095000.0,5,18095000.0,0,0.0,18095000.0,06-08-2026,09-08-2026,230.0,2300000.0,25-08-2026,26-08-2026,271.0,4065000.0,19,30,11,2,0,238.0921052631579,0.0,Active,Confirmed Accumulation
CHOICEIN,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
CINELINE,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
COCHINSHIP,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,1,17132754601.0,-17132754601.0,0,0.0,1,17132754601.0,-17132754601.0,,,,0.0,,,,0.0,0,,,0,1,,0.0,No Signal,No Signal
COFFEEDAY,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,2,12547390.0,-12547390.0,,,,0.0,,,,0.0,0,,,0,1,,0.0,No Signal,No Signal
CONFIPET,0,0.0,0,0.0,0.0,2,90512030.0,0,0.0,90512030.0,4,495980620.0,0,0.0,495980620.0,4,495980620.0,0,0.0,495980620.0,12,1205171980.0,0,0.0,1205171980.0,19-06-2026,23-06-2026,70.67,98938000.0,26-08-2026,28-08-2026,80.74,60232040.0,68,78,10,2,0,72.54271810256775,0.0,Active,Confirmed Accumulation
CRAFTSMAN,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
CSLFINANCE,0,0.0,0,0.0,0.0,16,34200092.0,0,0.0,34200092.0,30,34200093.0,0,0.0,34200093.0,30,34200093.0,0,0.0,34200093.0,30,34200093.0,0,0.0,34200093.0,17-08-2026,20-08-2026,0.0,0.0,28-08-2026,01-09-2026,228.0,1944384.0,11,19,8,2,0,207.80224207072547,0.0,Active,Confirmed Accumulation
CTE,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
DALBHARAT,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
DBCORP,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
DBOL,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,4,5425406.0,0,0.0,5425406.0,6,15157366.0,0,0.0,15157366.0,25-06-2026,26-06-2026,111.72,2010960.0,06-08-2026,07-08-2026,110.98966666666666,1664845.0,42,72,30,2,0,110.42170061485561,0.0,Active,Confirmed Accumulation
DEEDEV,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
DHAMPURSUG,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
DIAMONDYD,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,1,323243885.0,0,0.0,323243885.0,3,586966134.0,0,0.0,586966134.0,4,595794044.0,0,0.0,595794044.0,25-06-2026,26-06-2026,1090.0,8827910.0,07-08-2026,11-08-2026,1179.860001898032,323243885.0,43,72,29,1,0,1173.9645324390253,0.0,Active,Confirmed Accumulation
DIVISLAB,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,1,168321848.0,-168321848.0,0,0.0,1,168321848.0,-168321848.0,0,0.0,1,168321848.0,-168321848.0,,,,0.0,,,,0.0,0,,,0,1,,0.0,No Signal,No Signal
DOLLAR,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,1,14833500.0,0,0.0,14833500.0,24-06-2026,25-06-2026,269.7,14833500.0,24-06-2026,25-06-2026,269.7,14833500.0,0,73,73,1,0,269.7,0.0,Stale,Stale Accumulation
DOMS,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,2,18694862262.0,-18694862262.0,,,,0.0,,,,0.0,0,,,0,1,,0.0,No Signal,No Signal
DPSCLTD,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,1,352776.0,-352776.0,0,0.0,1,352776.0,-352776.0,0,0.0,7,9286395.0,-9286395.0,,,,0.0,,,,0.0,0,,,0,1,,0.0,No Signal,No Signal
DTIL,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,03-06-2026,09-06-2026,133.5,1468500.0,03-06-2026,09-06-2026,133.5,1468500.0,0,94,94,1,0,133.5,0.0,Stale,Stale Accumulation
EBGNG,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,1,390.0,-390.0,,,,0.0,,,,0.0,0,,,0,1,,0.0,No Signal,No Signal
EIEL,3,13430794.0,0,0.0,13430794.0,3,13430794.0,0,0.0,13430794.0,3,13430794.0,0,0.0,13430794.0,3,13430794.0,0,0.0,13430794.0,3,13430794.0,0,0.0,13430794.0,31-08-2026,01-09-2026,196.0,1464316.0,02-09-2026,03-09-2026,189.75001109680855,4274878.0,2,5,3,2,0,191.86848571428573,1.0,Fresh,Early Accumulation
EMBDL,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
ENIL,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
ENRIN,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
